ingredient_name,drug_concept_id,drug_concept_name,concept_class_id,vocabulary_id,dose_form
nifedipine,35771162,Nifedipine 30 MG Delayed Release Oral Tablet [Nimodrel XL] Box of 28,Branded Drug Box,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35772529,Nifedipine 30 MG Delayed Release Oral Tablet [Adanif XL] Box of 28 by Focus,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
labetalol,35755095,Labetalol 200 MG Delayed Release Oral Tablet by A A H,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,21113705,Nifedipine 10 MG Oral Capsule by Actavis,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,35754427,Nifedipine 10 MG Extended Release Oral Capsule [Adalat] Box of 90,Branded Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41123692,Nifedipine 20 MG Extended Release Oral Capsule [Nifedipin Heumann],Branded Drug,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41279344,Nifedipine 10 MG Oral Capsule [Leka] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41197016,Nifedipine 20 MG Extended Release Oral Tablet [Nifeclair] Box of 50 by Hennig,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40967370,Nifedipine 30 MG Extended Release Oral Tablet [Adalat] Box of 98,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40946802,Nifedipine 10 MG Extended Release Oral Tablet [Nifehexal] Box of 30 by Novartis,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41060931,Nifedipine 20 MG Oral Capsule [Nife Isis],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,40725327,Nifedipine 30 MG Extended Release Oral Tablet [Nidef],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40904935,Nifedipine 5 MG Oral Capsule [Nifedipin Verla] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,43151593,Nifedipine 30 MG Extended Release Oral Tablet [NIFEDIPINE EG] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43801103,Nifedipine 30 MG Extended Release Oral Tablet [Nifehexal] by Hexal,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43747145,Nifedipine Extended Release Oral Tablet [Nifeclair],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41081417,Nifedipine Extended Release Oral Tablet [Cordicant],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35768194,Nifedipine 2 MG/ML Oral Suspension by Drug Tariff Special Order,Marketed Product,RxNorm Extension,Oral Suspension
nifedipine,35755689,Nifedipine 10 MG Extended Release Oral Capsule Box of 84 by Mylan,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,21044962,Nifedipine 60 MG Extended Release Oral Capsule [Coracten XL] Box of 28 by UCB,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41217506,Nifedipine 40 MG Extended Release Oral Tablet [Nifecor],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41258902,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] Box of 50 by Beragena,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40998723,Nifedipine 20 MG Extended Release Oral Tablet [Nifical] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40842799,Nifedipine 20 MG/ML Oral Solution [Corotrend] Box of 1,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,21028443,1 ML Nifedipine 1 MG/ML Oral Suspension,Quant Clinical Drug,RxNorm Extension,Oral Suspension
labetalol,21144594,Labetalol 0.3 MG/ML Oral Suspension,Clinical Drug,RxNorm Extension,Oral Suspension
nifedipine,41123661,Nifedipine 10 MG Extended Release Oral Tablet [Nifedipin Pb] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41258874,Nifedipine 5 MG Oral Capsule [Nifehexal] Box of 50 by Novartis,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41217548,Nifedipine 5 MG Oral Capsule [Jutadilat],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,41248553,Nifedipine 40 MG Extended Release Oral Tablet [Nifecor] Box of 20,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41040265,Nifedipine 10 MG Extended Release Oral Tablet [Nifedipin Pb] Box of 100 by Docpharm,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40956441,Nifedipine Extended Release Oral Tablet [Corinfar],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,36066809,nifedipine 10 MG Oral Capsule by DE,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41084662,Nifedipine 5 MG Oral Capsule Box of 42,Clinical Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41081418,Nifedipine Oral Capsule [Nifelat],Branded Drug Form,RxNorm Extension,Oral Capsule
nifedipine,35887766,nifedipine 20 MG Extended Release Oral Tablet [Slofedipine],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21113701,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] by Lexon,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21025349,Nifedipine 30 MG Extended Release Oral Tablet Box of 14,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41071557,Nifedipine 5 MG Oral Capsule [Adalat] Box of 100 by Eurim-Pharm,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40977807,Nifedipine 5 MG Oral Capsule [Nife-Ct] Box of 50 by AbZ-Pharma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40915469,Nifedipine 5 MG Oral Capsule [Adalat] Box of 400 by Bayer,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40897315,Nifedipine 10 MG Oral Capsule Box of 20,Clinical Drug Box,RxNorm Extension,Oral Capsule
nifedipine,35887773,nifedipine 5 MG Oral Capsule Box of 84 by Strides,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,21133177,Nifedipine 10 MG Oral Capsule [Angiopine] Box of 84 by Ashbourne,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41310691,Nifedipine 20 MG Oral Tablet [Adalat] Box of 42,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40998737,Nifedipine 20 MG Oral Capsule [Nifehexal],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,40998707,Nifedipine 5 MG Oral Capsule [Nifehexal] Box of 25,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,40936200,Nifedipine 10 MG Oral Capsule [Aprical] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,40936197,Nifedipine 10 MG Oral Capsule [Nife Isis] Box of 500,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41279330,Nifedipine 60 MG Oral Tablet [Nife-Ct] Box of 30,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40959646,Nifedipine 20 MG Oral Tablet Box of 20,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40928323,Nifedipine 30 MG Oral Tablet Box of 400,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,43701264,30 ML Nifedipine 20 MG/ML Oral Solution [Nifehexal],Quant Branded Drug,RxNorm Extension,Oral Solution
nifedipine,41123697,Nifedipine 20 MG Oral Tablet [Pidilat] Box of 400,Branded Drug Box,RxNorm Extension,Oral Tablet
labetalol,21164335,Labetalol 200 MG Oral Tablet [Trandate] by Focus,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41279327,Nifedipine 40 MG Oral Tablet [Corinfar] Box of 250,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41018681,Nifedipine Oral Tablet [Aprical],Branded Drug Form,RxNorm Extension,Oral Tablet
nifedipine,41310638,Nifedipine 10 MG Oral Tablet [Nifedipin Pb],Branded Drug,RxNorm Extension,Oral Tablet
nifedipine,41248600,Nifedipine 20 MG Oral Tablet [Nifehexal] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,35746061,Nifedipine 30 MG Delayed Release Oral Tablet [Adipin],Branded Drug,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35751470,Nifedipine 30 MG Delayed Release Oral Tablet Box of 28 by Ennogen,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35772525,Nifedipine 30 MG Delayed Release Oral Tablet [Adalat LA] Box of 28 by DE,Marketed Product,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,35777500,1 ML Nifedipine 2 MG/ML Oral Suspension by Drug Tariff Special Order,Marketed Product,RxNorm Extension,Oral Suspension
nifedipine,41071539,Nifedipine 60 MG Extended Release Oral Tablet [Aprical] Box of 30 by Medice,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,42657630,Nifedipine 60 MG Extended Release Oral Capsule Box of 98 by Eurogenerics,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,40915493,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] Box of 50 by Bonapharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35146073,Nifedipine Oral Granules,Clinical Drug Form,RxNorm Extension,Oral Granules
nifedipine,43034960,Nifedipine 20 MG Extended Release Oral Tablet Box of 30 by Ranbaxy,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43217490,Nifedipine 30 MG Extended Release Oral Tablet [Nifedipin Sandoz] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21162881,Nifedipine 10 MG Extended Release Oral Tablet by Cubic,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40842820,Nifedipine 20 MG Extended Release Oral Capsule [Jutadilat] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,21035112,Nifedipine 20 MG/ML Oral Solution,Clinical Drug,RxNorm Extension,Oral Solution
nifedipine,43639365,Nifedipine 20 MG Extended Release Oral Tablet [Nifehexal] by Hexal,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35887748,nifedipine 60 MG Extended Release Oral Capsule [Coracten XL],Branded Drug,RxNorm Extension,Extended Release Oral Capsule
nifedipine,35751459,Nifedipine 10 MG Extended Release Oral Capsule [Adalat] Box of 50 by Stephar,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,42935155,Nifedipine Extended Release Oral Tablet [ADALAT OROS],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41217516,Nifedipine 10 MG Extended Release Oral Tablet [Tp Mpa] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40874027,Nifedipine 20 MG Extended Release Oral Capsule [Nife Klast] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41186194,Nifedipine 40 MG Extended Release Oral Tablet [Corinfar],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35145759,Nifedipine 20 MG Extended Release Oral Tablet by Kyowa,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41186217,Nifedipine 10 MG Oral Capsule [Nifical] Box of 20,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41271686,Nifedipine 40 MG Extended Release Oral Tablet Box of 50,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41165598,Nifedipine 60 MG Extended Release Oral Tablet [Aprical] Box of 50 by Shire,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40998679,Nifedipine 60 MG Extended Release Oral Tablet [Nifedipin Stada] Box of 100,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21143139,Nifedipine 60 MG Extended Release Oral Tablet [Adanif XL] Box of 28 by Focus,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40835008,Nifedipine 20 MG Oral Capsule Box of 250,Clinical Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41248605,Nifedipine 20 MG Extended Release Oral Tablet [Nife Wolff] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41258845,Nifedipine 40 MG Extended Release Oral Tablet [Nifedipin Stada] Box of 100 by Aliud,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41060865,Nifedipine 10 MG Extended Release Oral Tablet [Dignokonstant] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40904965,Nifedipine 20 MG Extended Release Oral Tablet [Dignokonstant],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41271693,Nifedipine 30 MG Extended Release Oral Tablet Box of 42,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41258864,Nifedipine 10 MG Oral Capsule [Nifedipat] Box of 50 by Azupharma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40725300,Nifedipine 20 MG Extended Release Oral Tablet [Adalat LA] Box of 28 by Sigma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41248614,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] Box of 1000,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43294650,Nifedipine 60 MG Extended Release Oral Tablet [Adefin],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41092508,Nifedipine 20 MG Oral Capsule [Adalat] Box of 400,Branded Drug Box,RxNorm Extension,Oral Capsule
labetalol,21046494,Labetalol 200 MG Oral Tablet Box of 56 by Alliance,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,44178508,Nifedipine 20 MG Oral Tablet [Cordicant] Box of 50 by Mundipharma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,36783381,Nifedipine 30 MG Extended Release Oral Tablet [Adalat] Box of 28 by PI-Pharma,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21172594,Nifedipine Extended Release Oral Tablet [Adipin],Branded Drug Form,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21143123,Nifedipine 20 MG Extended Release Oral Tablet [Adalat LA] Box of 28 by Dowelhurst,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21123316,Nifedipine 30 MG Extended Release Oral Tablet [Adalat LA] Box of 28 by DE,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21044965,Nifedipine 60 MG Extended Release Oral Tablet [Adalat LA] Box of 28 by Sigma-Tau,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
labetalol,21154525,Labetalol 100 MG Oral Tablet by Sandoz,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40884506,Nifedipine 10 MG Extended Release Oral Tablet Box of 30 by Acis,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40874004,Nifedipine 10 MG Oral Capsule [Nife Isis] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41147413,Nifedipine 20 MG/ML Oral Solution Box of 2,Clinical Drug Box,RxNorm Extension,Oral Solution
nifedipine,41060878,Nifedipine 10 MG Oral Capsule [Duranifin] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41009161,Nifedipine 10 MG Oral Capsule [Adalat] Box of 100 by Gerke,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40946822,Nifedipine 5 MG Oral Capsule [Nife Basf] Box of 30 by Novartis,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41092476,Nifedipine 20 MG/ML Oral Solution [Pidilat] Box of 5,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,21103914,Nifedipine 10 MG Oral Capsule by Kent,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41310634,Nifedipine 10 MG Oral Tablet [Nifreal] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41197019,Nifedipine 20 MG Oral Tablet [Nife] Box of 50 by AbZ-Pharma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40866137,Nifedipine 20 MG/ML Oral Solution Box of 10,Clinical Drug Box,RxNorm Extension,Oral Solution
nifedipine,41155168,Nifedipine 20 MG Oral Tablet [Nifedipin Basics] Box of 50,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41147418,Nifedipine 20 MG Oral Tablet Box of 2000,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,40946819,Nifedipine 10 MG Oral Tablet [Dignokonstant] Box of 50 by Daiichi Sankyo,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41417168,100 ML Nifedipine 0.2 MG/ML Oral Solution Box of 1 by Ratiopharm,Marketed Product,RxNorm Extension,Oral Solution
nifedipine,40946818,Nifedipine 10 MG Oral Tablet [Nifedipin Basics] Box of 20 by Basics,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40853305,Nifedipine 20 MG Oral Tablet [Nifedipin 1a Pharma] Box of 30 by 1 A,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,43272969,Nifedipine 10 MG Oral Tablet [Adalat],Branded Drug,RxNorm Extension,Oral Tablet
labetalol,21036628,Labetalol 400 MG Oral Tablet by Actavis,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,43195628,Nifedipine 20 MG Oral Tablet Box of 60,Clinical Drug Box,RxNorm Extension,Oral Tablet
labetalol,36267344,Labetalol 100 MG Oral Tablet Box of 75,Clinical Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41092497,Nifedipine 20 MG Oral Tablet [Nifedipin Basics],Branded Drug,RxNorm Extension,Oral Tablet
labetalol,36966033,labetalol 400 MG Oral Tablet Box of 56 by Viatris Healthcare,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40977782,Nifedipine 60 MG Oral Tablet [Nifedipin Stada] Box of 50 by Stada,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40936203,Nifedipine 10 MG Oral Tablet [Adalat] Box of 100,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41165633,Nifedipine 20 MG Oral Tablet [Nife-Ct] Box of 50 by AbZ-Pharma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41123701,Nifedipine 20 MG Oral Tablet [Nifedipin Verla] Box of 20,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41071561,Nifedipine 20 MG Oral Tablet [Nifedipin Verla] Box of 30 by Verla,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,43141034,Labetalol Delayed Release Oral Tablet [Trandate],Branded Drug Form,RxNorm Extension,Delayed Release Oral Tablet
labetalol,43141037,Labetalol 200 MG Delayed Release Oral Tablet [Trandate] Box of 180,Branded Drug Box,RxNorm Extension,Delayed Release Oral Tablet
nifedipine,41071572,Nifedipine 20 MG Extended Release Oral Tablet Box of 30 by Ratiopharm,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41029713,Nifedipine 60 MG Extended Release Oral Tablet [Nifedipin Basics] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,35150119,Nifedipine Extended Release Oral Capsule [Emaberin],Branded Drug Form,RxNorm Extension,Extended Release Oral Capsule
nifedipine,40874006,Nifedipine 10 MG Oral Capsule [Adalate] Box of 50,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,44062927,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] by Bayer,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43195626,Nifedipine 20 MG Extended Release Oral Tablet Box of 180,Clinical Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21054778,Nifedipine 60 MG Extended Release Oral Tablet [Adipin] Box of 28 by Chiesi,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43657435,Nifedipine 5 MG Oral Capsule [Nifedipin Al] by Aliud,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,36276743,Nifedipine 40 MG Extended Release Oral Capsule [Hypan] Box of 56 by Takeda,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,35746058,Nifedipine 10 MG Extended Release Oral Capsule [Angiopine] Box of 84,Branded Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,40823989,Nifedipine 20 MG Extended Release Oral Capsule [Nifedipin Sandoz],Branded Drug,RxNorm Extension,Extended Release Oral Capsule
nifedipine,41197011,Nifedipine 20 MG Extended Release Oral Capsule [Jedipin] Box of 30 by Jenapharm,Marketed Product,RxNorm Extension,Extended Release Oral Capsule
nifedipine,35131910,Nifedipine 10 MG Extended Release Oral Tablet by Sanwa Kagaku,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21172625,Nifedipine 40 MG Extended Release Oral Tablet [Fortipine LA] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41228053,Nifedipine 40 MG Extended Release Oral Tablet [Cisday] Box of 20 by Kytta Siegfried,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41217563,Nifedipine 20 MG Extended Release Oral Tablet [Pidilat],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40998718,Nifedipine 20 MG Extended Release Oral Capsule [Nifedipin Sandoz] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Capsule
nifedipine,44124882,Nifedipine 20 MG Extended Release Oral Tablet [Nu-Nifedipine-Pa],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,36419772,Nifedipine 50 MG Extended Release Oral Tablet [Corinfar] Box of 20,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41217584,Nifedipine 20 MG Oral Capsule [Nife Isis] Box of 30,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41155135,Nifedipine 10 MG Oral Capsule [Nifedipin Al] Box of 30,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41060866,Nifedipine 10 MG Extended Release Oral Tablet [Dignokonstant] Box of 25,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40946825,Nifedipine 5 MG Oral Capsule [Cordicant] Box of 100 by Mundipharma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,21143133,Nifedipine 30 MG Extended Release Oral Tablet [Hypolar] by Sandoz,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21113719,Nifedipine 30 MG Extended Release Oral Tablet [Adalat LA] Box of 14 by Mawdsley-Brooks,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21084222,Nifedipine 20 MG Extended Release Oral Tablet Box of 28 by Ennogen,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,36783383,Nifedipine 40 MG Extended Release Oral Tablet [Hypan] Box of 56,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41228054,Nifedipine 60 MG Extended Release Oral Tablet [Adalat] Box of 42 by Bayer,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41310633,Nifedipine 10 MG Extended Release Oral Tablet [Tp Mtk],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41279355,Nifedipine 5 MG Oral Capsule [Corinfar] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,43783251,Nifedipine 20 MG/ML Oral Solution [Nifedipin-ratiopharm] Box of 100,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,40853292,Nifedipine 30 MG Extended Release Oral Tablet [Adalat] Box of 100 by Bayer,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40936235,Nifedipine 20 MG Extended Release Oral Tablet [Nifelat] Box of 50,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41289978,Nifedipine 10 MG Oral Capsule [Corotrend] Box of 30 by Kytta Siegfried,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,44098885,Nifedipine 60 MG Extended Release Oral Tablet [NIFEDIPINE MYLAN],Branded Drug,RxNorm Extension,Extended Release Oral Tablet
nifedipine,43272974,Nifedipine 60 MG Extended Release Oral Tablet [Addos] Box of 30,Branded Drug Box,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40897320,Nifedipine 20 MG Oral Capsule Box of 2000,Clinical Drug Box,RxNorm Extension,Oral Capsule
nifedipine,35158822,Nifedipine 40 MG Extended Release Oral Tablet by Sawai Seiyaku,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,21103925,Nifedipine 60 MG Extended Release Oral Tablet [Valni] by Zentiva,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,40884543,Nifedipine 20 MG Extended Release Oral Tablet [Adalat] Box of 50 by Alpha Med,Marketed Product,RxNorm Extension,Extended Release Oral Tablet
nifedipine,41165619,Nifedipine 5 MG Oral Capsule [Duranifin] Box of 500 by Mylan,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41289980,Nifedipine 10 MG Oral Capsule [Adalat] Box of 50 by Gerke,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,41123668,Nifedipine 10 MG Oral Capsule [Nife Wolff],Branded Drug,RxNorm Extension,Oral Capsule
nifedipine,40977809,Nifedipine 5 MG Oral Capsule [Corinfar] Box of 50 by TEVA,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40725330,Nifedipine 5 MG Oral Capsule Box of 84 by Sigma,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40967350,Nifedipine 10 MG Oral Capsule [Nifedipin Al] Box of 100,Branded Drug Box,RxNorm Extension,Oral Capsule
nifedipine,41385066,30 ML Nifedipine 20 MG/ML Oral Solution [Nife Wolff] Box of 1,Quant Branded Box,RxNorm Extension,Oral Solution
nifedipine,21103926,Nifedipine 5 MG Oral Capsule by Mylan,Marketed Product,RxNorm Extension,Oral Capsule
nifedipine,40936204,Nifedipine 20 MG/ML Oral Solution [Nifedipin Stada] Box of 1,Branded Drug Box,RxNorm Extension,Oral Solution
nifedipine,41123698,Nifedipine 20 MG Oral Tablet [Pidilat] Box of 250,Branded Drug Box,RxNorm Extension,Oral Tablet
nifedipine,41386224,30 ML Nifedipine 0.667 MG/ML Oral Solution [Cordicant] Box of 1,Quant Branded Box,RxNorm Extension,Oral Solution
nifedipine,41384918,30 ML Nifedipine 20 MG/ML Oral Solution [Corinfar] Box of 10,Quant Branded Box,RxNorm Extension,Oral Solution
nifedipine,43765081,Nifedipine 0.0000499 MG/MG Oral Solution,Clinical Drug,RxNorm Extension,Oral Solution
nifedipine,43289209,Nifedipine 20 MG Oral Tablet Box of 60 by Genrx,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,43206512,Nifedipine 20 MG Oral Tablet [NIFEDIPINE MYLAN] Box of 60 by Mylan,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,36266003,Labetalol 200 MG Oral Tablet [Trandate] Box of 75 by Aspen,Marketed Product,RxNorm Extension,Oral Tablet
labetalol,21085734,Labetalol 200 MG Oral Tablet by Waymade,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40946839,Nifedipine 20 MG Oral Tablet [Dignokonstant] Box of 20 by Daiichi Sankyo,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,40884502,Nifedipine 10 MG Oral Tablet [Nifedipin Pb] Box of 100 by Docpharm,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41071566,Nifedipine 20 MG Oral Tablet [Nife-Ct] Box of 30 by AbZ-Pharma,Marketed Product,RxNorm Extension,Oral Tablet
nifedipine,41060919,Nifedipine 20 MG Oral Tablet [Nife Abz],Branded Drug,RxNorm Extension,Oral Tablet
